,user_id,name,average_stars,review_count,fans,yelping_since,fans,cool,funny,useful,compliment_cool,compliment_funny,compliment_plain
27000,keFRKIkbpsg7Ojm455wAag,Makisha,4.04,23,3,2011-10-22 21:36:58,3,9,3,22,0,0,0
27005,WwhMBjrtxbwLCdZCZPx8rA,Cindy,4.3,164,9,2013-10-12 08:42:34,9,102,84,166,6,6,8
27022,K5HtQVdT9nMPI8qZjjxHfQ,Gena,2.5,19,0,2016-04-27 02:09:19,0,0,2,12,0,0,1
27044,60hsRVLj-JTlZETg3JX9Sw,Gabriella,4.38,179,13,2009-06-14 05:55:37,13,207,67,222,2,2,3
27052,RpkOypoYyls44Dfi3ENzvw,Gina,4.39,64,5,2008-08-29 18:40:45,5,60,36,111,8,8,5
27057,Nh75diBuPgSSBMNoT5IGDA,Anhdao,4.04,95,17,2010-10-21 02:52:27,17,340,257,448,85,85,37
27063,BkZNc6o--YKBVEGY5rJhuQ,Tiffany,3.59,503,47,2011-01-22 02:52:39,47,542,420,975,41,41,22
27068,C7xugvjzMhmPkADOEGkQdw,Henry,3.41,139,7,2008-11-24 19:19:05,7,73,56,190,0,0,3
27081,vGi1Y7cGGVYME22JtiZM7A,John,3.95,529,47,2010-12-10 20:36:09,47,409,327,883,40,40,35
27099,w7eOdRGtzksfy4xtFXCxTg,Johnny,4.98,36,1,2011-08-27 08:41:32,1,4,2,12,0,0,0
27128,cajlPtBnHaI06Tq7iuovyA,Mitch,3.97,322,70,2010-03-03 19:55:12,70,2251,2100,2602,409,409,626
27189,4SOUuB_fAfKvDHcFnxo5ZQ,Kat,3.95,37,0,2011-04-28 07:13:04,0,12,9,31,0,0,2
27232,htcbcv878nz2uiLkK1-yUA,Misty,3.81,71,5,2011-08-09 22:06:50,5,57,26,211,21,21,1
27257,caOre-lr59g4-Wg0B5jk0w,Natalie,4.68,20,3,2011-06-21 20:35:21,3,25,26,63,14,14,3
27270,wdSgdKbJtxq945DbnjxoiA,Lok Man,3.81,163,20,2009-02-07 23:02:26,20,99,63,215,12,12,21
27272,5HjilK4MaY1XGzhx6EWzLQ,Laura,4.67,57,2,2011-02-02 19:05:43,2,16,11,70,1,1,5
27289,MuhUC0v3qBBTj6D2DO0H_w,Kevin,3.43,292,27,2007-03-06 06:00:44,27,218,198,420,47,47,68
27310,bluhPScMtzkBah0cqdzSVw,Megan,3.35,21,1,2014-05-06 15:10:47,1,17,15,29,0,0,1
27316,5Ftb40mmwptuN-QGBfGXbA,Stephanie,3.77,374,33,2007-12-10 03:51:37,33,200,208,448,15,15,21
27320,6xm0egHwySZCr2VAAtFKyg,Ryan,3.57,387,17,2007-07-18 05:31:59,17,128,126,306,10,10,12
27325,eZ5he97ILhlXYikfYeI4pw,AV,3.47,370,11,2007-01-24 18:57:40,11,193,261,521,15,15,19
27332,hxIIar6pvd_OXk9U3wGaHA,Danielle,4.02,435,32,2009-02-27 19:10:08,32,246,149,693,13,13,20
27337,Mr3l3SejNi_sL8QEBrsXoQ,Steph,3.51,90,4,2009-06-06 23:54:50,4,30,120,138,1,1,1
27352,6gpG8GN2r4PjRFeexmyCvg,Marice,4.06,13,0,2013-12-13 20:01:22,0,9,3,13,1,1,0
27364,Y9TNSIPw1euWXKLJ1BkD2w,Dan,4.75,4,0,2014-07-20 18:14:58,0,0,0,0,0,0,0
27368,viwKpVVaOhWur77Sh4L4cw,Char,3.49,1608,36,2007-04-16 19:11:35,36,557,526,1497,46,46,32
27418,QPgXLWsDRplZilp2OciAiw,Grace,3.99,737,45,2008-09-09 21:49:01,45,1140,958,1704,165,165,78
27431,u5GWCAWE9jGgOuqXnonxOQ,Kerry,3.57,224,9,2013-02-21 17:38:29,9,75,88,317,2,2,5
27433,w9WmBotuUdQlmuLa3XUkFQ,Justin,4.21,212,5,2014-01-01 20:08:26,5,152,93,300,7,7,6
27450,K5snFjHCzAJoM2jtyQIKnw,Sarah,3.53,128,8,2013-03-17 03:32:38,8,47,38,196,3,3,4
27462,6mMk9hO_RAbdGMEGeg3oWQ,Jim,3.57,1365,67,2006-05-27 18:32:10,67,2192,1047,3081,206,206,66
27471,FqazzncD6a_o-EkJZCt6zQ,Adrian,3.67,78,4,2007-06-08 20:57:11,4,7,5,33,5,5,3
27483,bKzLbgvl_83eSxZxKrUspw,Catherine,3.54,63,3,2010-01-07 22:50:41,3,16,38,88,1,1,0
27530,jrnEHJqgD9hUa5h_ZRxJcQ,Aleric,3.94,16,0,2013-09-15 04:11:30,0,4,1,15,0,0,0
27533,twkN0lM7m8xRMkuBCweD8A,Nora,4.28,13,1,2016-05-18 15:18:02,1,0,0,3,1,1,3
27585,uJA23QRbUA_PayfzHUZiqw,Cory,2.75,8,0,2015-07-16 22:17:59,0,0,0,0,0,0,0
27597,0XUm8n2myC7u6b_0TTLIEA,Erica,3.78,244,6,2013-12-09 01:12:22,6,29,11,99,1,1,1
27602,wc4XAA5pC3b1UgooSypHwA,Danna,3.39,427,14,2010-11-18 15:48:49,14,406,242,751,41,41,28
27641,X77_7mi1kvTy9FKIvrn0sw,Reena,3.94,518,9,2011-04-23 19:15:52,9,153,111,440,6,6,14
27660,9yPITTB_nUpXkau8IqfPqQ,Raquel,3.57,430,73,2009-11-20 02:55:55,73,1218,919,1422,37,37,64
27664,koMhxEdPlnNtDrPbTQoM0g,Marshal,3.92,175,16,2012-12-31 23:35:52,16,74,67,254,7,7,13
27683,ia5kvJxYR8gPItl9O4W0Mg,Tzarina,4.03,280,49,2013-09-22 00:07:03,49,744,454,963,110,110,66
27732,czAbSzMPMCjyfOmU4blgig,Christopher,4.65,16,0,2014-07-24 00:14:52,0,3,1,4,0,0,0
27734,kiifWjFj0hjdMST9ly_AUQ,Casey,3.81,92,7,2017-05-05 22:35:52,7,58,16,149,1,1,7
27736,QKXluDSI8QQrlC5xQyAgjg,Sabrina,4.01,257,13,2013-06-01 00:31:33,13,191,80,349,22,22,23
27747,ZpBvHdJUJ4iakpQj7Ll3AQ,Melissa,3.7,232,25,2012-07-16 03:17:09,25,440,312,686,14,14,11
27766,sNYTDY_hRw-tLEpvGbrRdQ,Haleigh,3.14,7,0,2015-07-27 23:33:04,0,0,1,3,0,0,0
27767,n2y3VYdQkpTaA10vHsiO_w,Criselle,3.9,432,19,2009-01-23 03:19:31,19,564,566,770,19,19,12
27807,mojLel7f197FGJ3xuOBtzg,Jane,4.42,45,11,2008-06-20 01:32:32,11,62,28,105,8,8,9
27827,HorQ90eiUPfnesQlIraaJA,Amy,3.72,1156,98,2007-02-07 20:41:39,98,846,757,1750,36,36,37
27828,bqPFHeXp8OkAGixJ_Pi3jA,Kalina,3.66,123,15,2014-08-11 02:09:18,15,51,40,158,6,6,15
27847,hdTPMExyg7RtrA6cOR3raA,Anne,5.0,1,0,2016-05-13 01:24:14,0,0,0,1,0,0,0
27854,W9MPolPlUiUEXYfGnYiHEQ,Violeta,3.84,390,37,2008-08-03 15:47:50,37,951,596,1303,239,239,347
27872,ULew8aY6dnDqySaQomvQPA,Michelle,3.4,5,0,2011-01-26 08:01:46,0,1,6,1,0,0,0
27873,ehCW9jTA3H4dOXrp8ZIpyw,Amanda,3.75,56,4,2011-03-26 22:51:35,4,19,28,114,0,0,0
27904,KraPV3fMMyEaJ6u47Y8j0Q,Alicia,3.5,16,0,2014-02-13 18:36:57,0,1,1,6,0,0,1
27910,dWS7ISk4GIn8Pv_FuHirFw,Melissa,4.5,101,19,2010-07-09 03:21:22,19,340,129,434,48,48,10
27927,cjPK-A7G66CNDzfdTw8bqg,Kira,3.93,104,4,2009-09-18 23:57:02,4,86,62,283,2,2,5
27943,Goeb2D2E99xss3tMrX--FQ,Bonnie,3.65,778,31,2009-03-31 00:03:36,31,504,465,801,78,78,16
27959,ikLbqK9XMnzg9peFibegoA,Josh,3.95,61,2,2011-10-13 02:47:13,2,24,16,74,1,1,2
27962,aWrLV_AC7HERxknB7mnBzA,Alex,4.9,10,0,2009-08-18 17:26:03,0,1,0,7,0,0,0
27977,6iyfCZlCiIOm1vi6dGitqA,Amy,4.0,242,15,2008-06-12 16:49:21,15,70,69,233,6,6,16
27989,BLaAsCSh6WI4pSnb1N3IYw,Brittany,3.83,72,6,2014-03-03 07:12:39,6,32,19,127,0,0,3
27998,hiEQhuyMOSKCvVqmHrpvhg,Loralee,4.56,79,5,2012-07-09 23:21:02,5,63,7,83,1,1,3
28027,NT5nxkVJ_sj9L5tjIhBO5Q,Teresa,3.44,132,3,2010-07-05 05:32:00,3,29,26,98,4,4,3
28032,ATXldCNdvI_EmhEG297q4Q,Boris,4.14,62,2,2010-10-02 16:21:22,2,18,16,56,0,0,3
28041,iC0jIdhBucaSDGWCHaSOsQ,Guillermo,3.91,582,23,2010-09-01 00:55:50,23,136,68,338,18,18,11
28065,zbdypofbCZOhO205D1Xtmg,Brittney,4.72,18,1,2014-10-20 01:32:51,1,4,0,8,0,0,0
28073,q6J0RrdafRqkxR_ffONHcQ,Mya,4.25,317,21,2010-04-07 04:51:42,21,142,141,441,16,16,13
28075,jMeqKqILnhprSP0f35sJKw,Carlos,3.08,11,2,2014-12-03 01:02:12,2,3,10,19,0,0,1
28078,XObVh8__kgp1imtsNyLezQ,Erik,3.44,36,2,2010-07-12 18:36:21,2,9,11,43,0,0,2
28082,YdS7NVnEhK0gTypX2kMc9A,Another,3.73,166,12,2008-11-22 21:41:09,12,120,89,266,15,15,18
28086,aTFO07pamSxg5T3VMWMH5Q,Janelle,3.33,104,2,2009-10-02 03:02:02,2,27,52,125,2,2,2
28089,VaLjgsupVctTCm86mfxd0Q,J.,4.28,28,1,2012-06-29 21:35:02,1,6,6,13,0,0,0
28124,wR1TWVHX8NwLKpHMKu2PyQ,Adam,4.59,65,2,2015-02-21 22:54:57,2,12,8,28,0,0,0
28143,o1mn17dzpruq4tILGP634A,Scott,4.21,37,1,2010-10-01 14:17:15,1,1,0,15,0,0,0
28151,2WEDgNVH3nICyFRuFsG_OQ,Sneha,3.84,123,23,2013-12-29 19:07:44,23,431,318,542,7,7,6
28172,0ygWZ_gXF8qTm0bY95JJqA,Cris,2.66,541,23,2009-08-22 16:32:25,23,222,489,950,12,12,15
28178,2jKzO_01d12oiu-2bOYcYg,Tina,3.92,365,49,2015-10-14 23:55:26,49,907,154,1232,49,49,53
28190,bJ-Gmr2bAlUEkp_3pGShsQ,Samantha,3.94,95,3,2014-07-15 02:24:41,3,172,162,228,4,4,4
28193,S0X_iRM1lvjU_tbP2b4tRA,Jay,3.6,63,5,2010-11-03 06:59:21,5,13,11,61,6,6,4
28197,m62APm7P1cmcibpv9XRTNg,Sue,4.36,22,0,2016-09-04 18:27:46,0,1,1,4,0,0,0
28200,Aq1mWb2K3b-Rpko5HG5TSw,Scott,3.76,552,15,2010-12-02 05:07:01,15,510,414,820,6,6,13
28222,cAiPiS6efd1ioVeoKyvsog,Jeff,5.0,8,0,2017-06-04 05:58:38,0,0,0,1,0,0,0
28231,6XZUSRf8eyjkZSLW9UX4Nw,Shweta,3.0,18,0,2013-10-13 01:49:43,0,0,2,6,0,0,0
28256,_p-u3ktey0Emy-1Y6SYqjA,Lindsey,3.94,17,0,2016-02-21 00:38:11,0,2,1,8,0,0,0
28264,jXTsUyPTGUrLIpIIQA1Mhw,Susanna,3.88,293,45,2013-04-26 17:48:31,45,407,278,638,19,19,15
28268,Qx8WMsFNHBfx6rIH_G0nBw,Angelo,3.48,679,47,2009-06-01 23:50:50,47,1182,661,2034,55,55,29
28272,1EF6YXchZiXb-bM2fxTLxA,Kevin,3.73,52,1,2010-08-03 22:47:10,1,10,11,18,0,0,0
28289,NwVm5xuB71VYRN4rynXmJg,Alicia,3.41,27,1,2013-05-09 21:02:15,1,4,3,35,0,0,1
28324,HOfkHHrsEy_RvF8SvLZZiA,Tom,3.54,37,2,2014-05-01 20:17:37,2,7,3,15,13,13,3
28357,YeTPAoEjK2Bb--HuAKNzzQ,Extrava_,3.82,16,0,2010-08-12 19:28:30,0,0,0,2,0,0,0
28364,2n2qOXWhJUVJfCodg1lLlA,Matt,3.82,86,3,2014-05-11 21:37:01,3,24,9,33,1,1,1
28443,USKKX0asunEPVNz68cnxsw,Elizabeth,3.83,114,9,2010-01-15 04:46:49,9,114,107,187,32,32,37
28455,7Ebn_oqJFjP9iNy6vGlS3Q,Carlos,3.73,22,1,2010-12-08 23:02:48,1,5,2,13,0,0,0
28477,JUfeYfJ6XtZAWxCpC1Zw0Q,Sally,3.62,150,19,2010-11-18 01:55:16,19,211,193,387,8,8,19
28491,bEVEWXZoATsKmMizO1dL7A,Alex,4.13,24,4,2011-12-31 20:28:49,4,8,3,13,0,0,2
28504,aWXGwath_dSGPwNdFiy9BQ,Tommy,3.88,304,24,2010-09-30 03:10:35,24,399,306,689,48,48,39
28531,ca___2Qaf5FFyPCf6T2eZA,Linda,3.64,194,24,2010-04-18 19:57:01,24,370,299,807,109,109,135
28532,X0YNdFWGSEUgONUKfiOPqw,Coda,3.87,89,9,2009-09-16 00:29:50,9,147,143,216,21,21,19
28559,b8LFVfj8Gu3FWJB38b-EDQ,Michael,3.58,186,8,2008-12-10 17:28:04,8,117,74,291,11,11,12
28566,FcWu03iLuGYGHbFXO556pA,Cheyenne,4.05,185,18,2013-05-25 00:22:43,18,265,169,506,6,6,10
28572,Mc5cRtCX2n1X14GScfL7_Q,Lupita,3.71,170,68,2011-01-29 18:23:37,68,778,563,989,235,235,175
28578,WjJiRyXYyEwUrNh8qvrNCQ,Steve,3.84,474,28,2007-01-03 22:21:41,28,445,443,1140,42,42,41
28598,ylNoap5vLFZCPIjwBIdnYA,Lucky,3.67,340,15,2011-10-17 04:08:07,15,174,94,323,4,4,9
28620,P3twsMtaxi1rEufBjhA7Kw,Elle,3.93,201,5,2013-01-17 17:09:47,5,82,73,242,2,2,5
28626,QFYT4jsU_MYEjBIhvHNQGw,Unlovable,3.54,72,0,2011-12-25 21:33:41,0,35,31,68,4,4,3
28636,8ocorqcjFoHawf2n8ywK7w,Kerry,3.65,256,11,2007-04-30 06:54:24,11,95,75,297,5,5,9
28652,NRuwFNiDyMfuLm_ioJMVkg,Kelsie,4.42,93,62,2014-04-11 04:53:17,62,421,211,542,50,50,55
28654,XKil_EsdG8hVuRlJOvCsEg,Amy,3.6,39,1,2011-09-28 20:26:22,1,8,10,24,0,0,0
28660,4IZxXA8XxeUXEjNf6yZamw,Niki,3.57,189,16,2013-07-25 07:46:48,16,379,182,586,20,20,21
28662,DPtCTD6U_g1FHbFJU50UWw,Danielle,3.34,55,0,2012-08-29 16:19:22,0,14,6,49,0,0,0
28677,_fnHZ7xhg-yXAPc7rI0vsw,Amir,4.64,11,4,2011-06-25 01:40:39,4,11,1,23,0,0,0
28690,DlD9Al-MPe7tg3OACpDd2g,J.,3.63,205,8,2011-08-30 20:59:46,8,63,79,244,3,3,38
28708,PmaoxQJ6Grzv-egRdJlmUg,Grace,3.97,923,50,2010-02-03 21:28:05,50,515,520,1345,10,10,18
28722,kK5G8Un_cGkm1Q6aXzdgUA,Lori,3.37,53,2,2011-04-03 00:06:43,2,18,35,83,1,1,2
28723,x00GbHWf3R20AJJfiHC5zQ,Paul,3.53,430,14,2006-04-16 18:25:10,14,180,117,523,7,7,12
28732,9BUET2JfBTrQOX4yaAZl-g,SinCityHiLiving,4.07,28,1,2013-08-14 06:30:05,1,4,11,21,0,0,1
28738,RdTdVgd9u58BA52d0eHqcQ,Kuulei,4.2,75,5,2011-06-13 02:41:35,5,58,24,92,0,0,4
28739,eWV_zVbcwlhJbsn3DubQtw,Mandy,3.97,566,47,2007-08-02 17:58:39,47,641,431,1192,110,110,65
28741,yV5GOIgaB2U2ilb7kj1ybg,Alexy,3.87,143,15,2014-08-12 01:38:26,15,249,184,427,23,23,18
28742,8zpdHMI0-Pii8a6iGYYkBQ,Tim,3.64,12,0,2016-02-01 05:08:20,0,1,3,29,0,0,1
28808,wJdFwr4ETuUfq_NepETppA,Nicole,4.11,75,7,2010-03-08 00:58:34,7,40,28,90,3,3,2
28814,-u9G3aSwoaJgSspp6ZroVA,Mayra,5.0,5,0,2012-09-14 07:15:52,0,1,0,2,0,0,0
28829,b0UcRHvNzY9oce0Zd5feDA,Tasha,3.44,164,4,2013-06-03 14:55:12,4,34,36,129,1,1,2
28843,c55ONBsSZBfaUN5Uhy-qGw,Mel,4.04,72,4,2012-03-31 03:33:31,4,16,18,84,1,1,1
28865,cI0kuEHV0ZG6WXrio1K-RQ,Mike,3.56,38,0,2013-10-04 14:47:53,0,11,9,50,0,0,2
28867,QECfW0jL2Uu9cRN8zR6gBg,Diana,3.23,53,6,2012-12-29 20:14:45,6,61,50,103,3,3,5
28891,S9uvVYoFP5b6LhaJq_L_SA,Mary,4.02,129,19,2014-11-27 01:50:09,19,97,98,225,3,3,6
28892,vzYfHHlYNKd3l2LptG2BVw,Crystal,4.37,46,0,2016-06-29 22:20:22,0,2,3,16,1,1,0
28896,uwTuVlhngW6NRzJgzP06Pw,John,3.94,61,2,2010-11-13 17:20:41,2,23,30,58,1,1,1
28901,IpvS0pJxjC6mNiK1MBSb4w,Jenn,4.07,508,42,2011-02-28 22:44:20,42,445,372,872,44,44,21
28913,25AYU7EcWSb7jAwON6I2EA,Nick,5.0,1,0,2014-07-19 13:19:00,0,0,0,0,0,0,0
28920,fJezNrc49UX9gONGNJ4YUQ,Ann,4.24,83,19,2008-04-23 02:32:55,19,79,63,153,9,9,5
28942,On1RV1v394BZnfj8k-6exw,Ran,4.45,207,8,2014-11-20 05:58:03,8,37,15,90,3,3,1
28972,AuSPHqadM9RCrZnk1i-3mg,Wes,3.98,103,10,2014-10-13 01:59:20,10,214,153,270,13,13,5
28975,ZlsLuacjNTmjnQGH5A2mhQ,Caroline,3.84,224,15,2005-05-08 20:01:25,15,268,271,603,34,34,19
28984,iFIQBnR5fJGmldH2ZxY2kQ,Pam,4.02,185,19,2007-07-02 01:39:29,19,241,202,354,34,34,12
28988,_uO9Uo2GpxgjxG-FPezEhw,Kitty,4.17,22,2,2015-09-25 21:51:09,2,4,0,12,0,0,0
29001,qlsKM-OkBjJG7CTMC7-g9g,Jennifer,3.85,153,13,2012-07-24 01:47:41,13,103,105,249,9,9,14
29007,gg6t6CCURSoQv0v6Rjabiw,Grace,4.09,55,2,2016-12-14 20:18:58,2,33,9,67,2,2,1
29012,p_QErki4bI6Ni598P0QX9A,Jana,3.41,65,6,2013-05-30 16:05:05,6,30,44,121,3,3,3
29044,FxSFEI9vfVcN6nOgfTQvng,Jacqueline,3.58,367,20,2012-01-06 00:01:23,20,132,113,330,14,14,5
29049,Ve6Yq7F9Chf8N0JuJ7cQ2g,Jocelyn,4.2,514,13,2011-09-06 21:24:25,13,234,187,451,10,10,11
29063,TZhIAnp1m3RzWevju1mp1g,Ryan,4.03,39,4,2011-05-07 20:24:45,4,107,122,200,8,8,2
29069,HLZ9mEZbu1vx1YKMk-1B6A,April,3.91,411,45,2009-01-05 00:13:35,45,433,157,933,59,59,127
29076,L2qBBB_Psip0mbmsuEETDw,Janine,3.84,70,3,2014-04-05 03:54:47,3,21,12,82,0,0,1
29082,iXGoQVfBXU0CrwrRBWXozA,David,4.3,327,47,2010-07-08 23:18:53,47,1175,799,1441,115,115,304
29106,g9KzKQHuHfUE85nnUPCKfA,Chris,3.95,59,4,2009-07-26 22:00:49,4,30,20,82,2,2,2
29112,wLFHlNW1VXHIxHMmvzSpVA,David,4.69,105,2,2013-12-16 22:20:12,2,23,37,38,1,1,0
29113,3i0ktsVKU8e5e90YfwcNIg,Tami,4.0,8,0,2014-01-22 10:12:19,0,1,0,3,0,0,0
29120,LdYJuINfCqEG3v4YsPlKFA,Annamarie,4.29,113,4,2011-12-11 17:06:39,4,77,14,67,1,1,1
29137,5kH6CS9_vglVzJDvL13vCQ,Erica,4.43,37,1,2013-08-27 16:38:20,1,20,11,37,0,0,0
29149,0D4Yg9l7_A15DCGa1YDWFw,Tina,4.58,33,0,2016-03-06 01:53:32,0,1,0,31,0,0,0
29188,qxZZByWgME5rJf7e-yLBXA,Andie,4.58,19,0,2015-06-21 17:22:44,0,0,0,2,0,0,1
29197,Tvx_0sVkHK05ZuNx4nt1ng,Sarah,4.13,119,6,2006-06-19 01:57:38,6,44,30,128,4,4,1
29214,PZUyrqmsC57y9w1BWVFugg,Erika,3.65,73,2,2016-06-07 18:31:06,2,12,9,44,0,0,1
29226,YTu0c-1I9ECeksIgoHXFPA,Laura,4.14,658,309,2013-08-02 04:33:32,309,37444,19569,38805,2758,2758,3435
29259,IB341VwGmVkR8DabjP-EYQ,Stacey,3.82,353,16,2007-10-22 01:26:10,16,837,759,1021,64,64,18
29289,6tIRMyxm3xxNTbyilfUrVQ,Marlyn,4.12,99,14,2014-07-11 05:23:51,14,43,20,71,8,8,5
29315,dJcftOunHy3nN7Qn8YxvvQ,Robert,3.78,58,5,2012-02-05 08:50:38,5,9,21,56,0,0,0
29338,IbRLCZ2PWflMcUCtv7USwA,David,3.6,53,2,2015-08-29 23:05:39,2,13,19,25,2,2,2
29348,fT6PkNMvBXn400Wclupbkw,Emily,4.17,76,2,2011-06-13 23:56:41,2,33,36,55,2,2,4
29384,wy5hMyNYXMPwiy_gPLbVcw,Amanda,4.13,16,2,2014-03-16 00:34:14,2,16,10,36,0,0,1
29398,zrvk0-B91ahJRSB-UcAmIA,Sandra,3.93,134,19,2010-09-07 14:47:45,19,124,91,307,32,32,14
29401,hMwPqwbNQV94fWSBhM4QaQ,Jones,3.85,120,13,2012-08-14 04:55:11,13,63,68,167,5,5,13
29411,diRpvxTOJ2nj4wCO2dfE9w,Michael,3.38,20,1,2010-05-03 15:33:39,1,9,5,18,0,0,0
29442,3fb9-jtZT9_g02W5f9RJDA,Arika,4.5,20,0,2011-05-30 04:27:35,0,6,2,7,0,0,0
29461,Zv1fMuG6A23_4kV1HnqJng,Dana,3.78,146,5,2006-04-08 21:38:08,5,55,51,244,10,10,7
29462,jOxqMuRREc6i-X0T6vltUw,Dani,3.78,792,55,2013-04-16 01:02:41,55,430,301,1101,19,19,44
29483,ETfxh3RoNmGskMusOTjy-w,Kent,4.2,71,9,2014-02-14 19:15:29,9,98,48,149,21,21,9
29500,mKl0XBCWrNQEMgaHHmcNPg,Brigette,3.63,309,26,2011-07-24 02:40:12,26,168,125,443,13,13,21
29530,K35Dtp19lGT6WjH8yzifwg,Amy,3.85,24,4,2007-08-27 07:34:20,4,29,26,54,0,0,1
29546,mwc8rVfuwgfh13HB6hxYmw,Remi,3.78,230,11,2012-08-18 20:33:21,11,605,403,788,63,63,30
29589,HgeE8guC565OELCyWLmY6w,Funtime,3.81,356,13,2011-06-10 00:51:06,13,256,167,393,4,4,4
29628,NTuvVb-ZwQ_rFn6W9Krm7A,Christina,3.92,443,30,2010-07-04 00:53:46,30,368,259,760,47,47,68
29642,iCXJ3gO2GhopYHmfmnktfw,Jamie,4.16,97,6,2016-12-12 22:34:31,6,60,29,99,2,2,1
29654,QesDcfDUyN8rF_GWvWWNqg,Jenn,3.46,376,36,2010-05-27 04:31:06,36,184,124,705,11,11,42
29685,zcDVJ2FLanBw3ZfT_zpL-A,Shaya,4.06,140,2,2010-09-14 16:38:55,2,27,33,84,2,2,0
29690,ayoslNT7RdE-LyzS-fJVFA,Lauren,3.81,245,3,2012-06-10 04:03:04,3,125,48,229,3,3,2
29704,bvryrBoqfM_LDEN1boxjBg,Rob,3.46,499,70,2010-03-04 18:19:29,70,3199,2504,4052,422,422,170
29723,p4qC9hDxk3wwPa3EUwhuKQ,Justin,4.0,4,1,2017-04-08 21:16:44,1,0,2,1,0,0,0
29755,7GIcGERUfVvOx_TNYomGcA,Kelly,4.31,88,4,2011-06-04 18:00:55,4,25,9,61,3,3,1
29772,hoQ89yzhlkmffKfiGdWjng,Annmarie,3.74,32,1,2006-09-13 20:46:13,1,38,25,60,2,2,7
29799,KU2RRqeDg-fGjgFgU8R6Ng,Rilo,4.0,40,0,2014-09-02 16:33:11,0,7,4,26,0,0,0
29819,elt2mWF7egNtZjRKee_hwA,Matt,3.69,90,5,2010-07-27 22:42:29,5,23,52,54,3,3,1
29831,7A45ije-Kr90DyalYkfUog,Gary,3.79,16,1,2016-01-29 04:50:28,1,15,20,23,1,1,1
29850,DElLQ7zcEJTv0a-4y7B2ow,Francois,2.84,44,0,2007-06-22 00:49:09,0,8,16,72,0,0,0
29861,hgGRHZsGPPoVD3JXBwEr6Q,Michelle,3.32,23,2,2011-12-08 04:15:38,2,15,12,31,4,4,5
29862,_QSq7-TIGQidO5s6Ezlf-Q,Annie,3.35,23,0,2010-07-04 06:19:35,0,23,18,51,1,1,1
29878,Sme_0jk0mJPWIMjGzKqBbQ,Kelly,3.98,115,8,2011-06-05 20:43:12,8,72,30,196,5,5,2
29911,90sTc0TQ7F1Uj5NGiIE30Q,Katlyn,3.98,242,13,2013-06-11 19:38:32,13,101,46,299,2,2,5
29930,9xIcp00kmTRHQtHZNll6xg,Bethany,4.04,24,2,2014-09-07 12:49:25,2,3,2,21,0,0,0
29944,Z_OZvmv44HT_odkiJ8Hwwg,Elle,4.5,2,0,2015-11-21 22:24:35,0,0,0,0,0,0,0
29990,bdZLmvZg7ibzD0YbLfru6A,Ren,3.62,446,8,2007-10-08 00:41:15,8,90,84,204,24,24,7
29991,c6VF0Rycz61ZfkyXkEZTXQ,Brian,3.08,140,5,2011-03-19 17:27:47,5,69,106,289,11,11,16
30012,rhv1kKMZJlLCC1JyjjyK3w,Vanna,3.49,391,36,2009-10-30 16:18:13,36,185,176,306,17,17,14
30021,G2XqPogb0xpQmNmWA1e1HA,Nicole,4.0,23,0,2012-05-04 20:17:26,0,13,5,43,2,2,0
30039,Ja1eGHYG-9KOJjfnoQOECQ,Yasmeen,4.03,63,1,2013-10-18 20:57:25,1,41,22,124,5,5,1
30072,PD35v-z81UsTSwFQalNCgw,Franco,4.03,104,5,2012-05-21 19:28:56,5,17,26,78,2,2,1
30078,BEgwL_ce-Hs7AIHq2ljk3A,Lisa Monique,3.61,142,8,2013-06-02 01:05:10,8,53,54,156,2,2,2
30081,zNxDpjMhSjlbE8Gp7HFsfw,Or,4.0,56,1,2013-12-07 20:37:25,1,83,45,83,4,4,2
30088,JY0rvs_4HBjXKdRB07aEnQ,Lily,3.62,150,12,2010-06-15 19:38:30,12,258,176,415,10,10,9
30128,Yw9FQfnpZlt_wBdDHarJ9Q,Andy,3.55,39,2,2015-02-15 17:30:20,2,1,10,16,0,0,0
30130,okGbWec7BQfaUKll82gUVA,Tina,2.0,2,0,2015-08-09 23:00:19,0,0,2,0,0,0,0
30135,didYhj9mpZ4AqYAtfqOcsw,Cain,3.32,77,2,2010-05-23 01:21:44,2,25,22,85,1,1,4
30140,PXu2SPyR3mSm-TzTcdFrQA,Stu,3.53,76,6,2011-09-05 01:03:09,6,17,27,85,3,3,6
30153,ZGqwN9O_ax4oFfvFJFLR4A,Fabio C,2.48,17,1,2009-10-10 19:44:57,1,1,3,2,0,0,0
30155,nzIS2tsC2Vg-QNuAySOL3g,Kristin,4.68,113,4,2016-01-17 01:12:57,4,59,19,109,2,2,4
30167,FX_OV4CVbQ3cQWZo6ba0zQ,Benjamin,3.92,210,12,2009-08-23 21:54:16,12,166,72,356,30,30,14
30172,b5lVdfbzzE-RK_GeiSR6HQ,Kirk,4.06,47,1,2011-05-16 20:13:24,1,33,14,66,0,0,1
30176,dLWDy4yzVzMQuhjoEcRO0g,Julie,4.04,182,38,2008-01-23 03:03:56,38,798,559,1187,200,200,230
30217,CGxKC-fA5kW9mkissG8zMg,Julie,4.29,85,3,2010-08-03 19:49:43,3,46,8,118,2,2,3
30218,CR8XCpTNp5oC2BGhJC7M-g,Chris,3.19,192,10,2006-07-04 12:59:15,10,285,170,528,32,32,15
